f1_hex_code,f2_temp_log,f3_wave_phase,f4_micro_metric,f5_sector_class,f6_launch_date,f7_power_skew,f8_bimodal_core,f9_cargo_path,f10_status_mix,f11_sync_clock,f12_spatial_coord,f13_noisy_base,f14_crew_code,f15_parity_bit,target_breach
0x24f,Temp: 15.55 C,69.24361513,83.2055967,Delta,2026-01-25,0.04025354292,-19.96677932,B-B-D-C-B,F,60877,"(14, 9)",518,zoiyzoox,136,1
0x201,Temp: 35.63 C,99.12559937,81.55230717,Alpha,2026-01-26,309.2831689,19.78836249,C-B-C,F,46181,"(15, 7)",672,oeezuayz,820,0
0x389,Temp: 17.28 C,12.83942895,59.1725861,Gamma,2026-01-27,0.02146424583,-19.09272722,A-A-D-B,F,43262,"(14, 6)",511,yzieoazi,808,1
0x1e5,Temp: 23.83 C,10.41096494,56.29512042,Delta,2026-01-28,1.765509758,23.45245309,B-D,F,10947,"(15, 8)",219,yiiyiuia,889,0
0x123,Temp: 45.87 C,72.43388171,22.71596056,Delta,2026-01-29,20.53913149,18.22534108,C-C-A-D-C,FALSE,10022,"(2, 8)",601,zeaoxuuo,881,1
0x178,Temp: 28.96 C,57.8386917,79.00580739,Beta,2026-01-30,0.02317298765,-21.54359235,D-C-B-B-D,F,11128,"(1, 17)",723,yaaoyxiy,367,1
0x104,Temp: 36.70 C,27.41606666,34.15543486,Gamma,2026-01-31,1.740428634,20.71250558,D-A,F,89522,"(19, 5)",625,zizeaaoo,548,1
0x22f,Temp: 16.89 C,7.941936899,54.20589263,Delta,2026-02-01,16.67226587,-22.52303851,C-D-C-C-A,0,42322,"(16, 7)",293,iyaauzee,902,1
0x19d,Temp: 17.69 C,8.56582496,35.30039427,Gamma,2026-02-02,1.038209885,-18.66562183,B-C-D,T,58929,"(7, 18)",830,zixyauya,248,0
0x79,Temp: 11.63 C,89.41908747,21.91072431,Alpha,2026-02-03,5460.027837,-18.5340622,A-D,0,91696,"(18, 2)",323,oyiyxyyy,766,0
0x160,Temp: 16.76 C,19.18673247,66.03063502,Gamma,2026-02-04,0.006698994914,-22.19213981,D-D,TRUE,19808,"(15, 14)",492,eaxzizea,214,1
0x34f,Temp: 21.14 C,32.33715621,14.8355511,Delta,2026-02-05,23.95520408,20.85064262,A-A,FALSE,62882,"(18, 9)",871,uiaeeuii,764,0
0x3bc,Temp: 17.08 C,22.66564022,76.62942584,Beta,2026-02-06,0.5954694385,-16.91012531,D-A-A-C,FALSE,31725,"(14, 5)",535,xaxezeyu,70,0
0x294,Temp: 13.55 C,35.49963058,38.26522478,Delta,2026-02-07,10.13262549,18.92138997,D-B-A-C-C,T,82534,"(11, 8)",678,uzzizxey,746,1
0x23e,Temp: 14.83 C,6.942384275,10.01198768,Gamma,2026-02-08,3.758129857,20.77276531,A-A,F,49950,"(5, 11)",668,ayoauaze,996,0
0x9e,Temp: 28.43 C,51.90597909,55.49049339,Gamma,2026-02-09,0.1108620558,-21.67552844,B,0,98954,"(5, 17)",533,xzzyixoi,329,1
0x262,Temp: 18.25 C,6.761256359,14.16981986,Delta,2026-02-10,1.987721837,-18.64153869,D-C,TRUE,93576,"(4, 15)",176,ooeezuuo,16,0
0x30d,Temp: 24.57 C,80.03565078,34.57909065,Gamma,2026-02-11,0.003796391175,-14.17148802,A-B-B,0,30557,"(19, 2)",509,xueuoyix,487,1
0x23f,Temp: 30.14 C,23.37120819,72.92090738,Alpha,2026-02-12,6.108874205,-21.04644637,A,F,31825,"(17, 12)",698,xazuzzxy,174,0
0x31f,Temp: 37.62 C,54.00119146,15.57937632,Delta,2026-02-13,2.446052249,17.55935862,C-D-A,F,18998,"(17, 10)",700,yeieuoyy,699,1
0x372,Temp: 11.57 C,88.00790876,84.70112582,Beta,2026-02-14,6.793596694,-15.9653224,C-C-D-B-B,1,46080,"(18, 19)",369,aayixxyx,806,0
0x121,Temp: 41.98 C,65.0877369,10.33997312,Delta,2026-02-15,23.91139145,14.33534815,D-C-B,0,67797,"(18, 13)",71,aoxzeyxz,737,1
0x312,Temp: 35.12 C,53.29577866,31.96732436,Alpha,2026-02-16,3.012768793,-21.62796172,B-B,T,25802,"(14, 16)",638,oyziizao,274,0
0x296,Temp: 13.27 C,32.43337531,75.940461,Alpha,2026-02-17,1.559348739,-20.2572349,A,0,21167,"(18, 18)",274,zeoeeoyu,524,0
0x3cf,Temp: 44.94 C,33.30019131,38.14804333,Alpha,2026-02-18,0.0711329221,-19.54868724,B-A-C,FALSE,52407,"(16, 17)",487,ozyeyyxz,822,0
0x29a,Temp: 46.83 C,66.94869552,19.06842254,Alpha,2026-02-19,0.1180481967,-22.77804873,C-D-B,TRUE,23338,"(7, 12)",363,iizzaiue,219,0
0x157,Temp: 12.44 C,99.41393612,42.06081877,Alpha,2026-02-20,35.17036626,21.27464937,A-C,T,86289,"(2, 10)",195,oouieiya,943,0
0x3a3,Temp: 21.08 C,66.18391898,34.06500249,Beta,2026-02-21,74.366548,23.23260009,D-B-B-A-D,1,81520,"(5, 3)",724,iazzoexy,513,1
0x25c,Temp: 42.25 C,55.77834174,85.00135929,Gamma,2026-02-22,0.4895193396,-17.21452906,C-A-A,TRUE,28895,"(19, 13)",506,aizyiyou,399,1
0xe6,Temp: 39.93 C,73.06505102,37.88796467,Alpha,2026-02-23,1.147985012,19.93089875,D,TRUE,57910,"(12, 3)",698,yzxuzizu,111,0
0x248,Temp: 17.38 C,46.52056123,80.21498999,Alpha,2026-02-24,0.06628158818,16.76657325,C-A-C,FALSE,75898,"(6, 14)",897,yxxezuei,987,0
0x396,Temp: 18.37 C,6.01423426,89.37662089,Delta,2026-02-25,33.72605,-19.54123534,C-D-A-B-B,FALSE,13454,"(4, 13)",403,iiouaxai,464,1
0x2ea,Temp: 24.82 C,56.22968159,48.60975034,Beta,2026-02-26,7.361402496,-19.50276829,D-A-A-B,FALSE,96540,"(19, 18)",510,yzyuyezz,789,1
0x78,Temp: 29.38 C,95.76252845,90.9849398,Beta,2026-02-27,338.2050301,21.25322727,A-B-D-B,T,70797,"(3, 6)",885,ayiaaxai,641,1
0x3ac,Temp: 34.73 C,17.53029424,43.5813068,Gamma,2026-02-28,0.07172117612,20.09112776,D-A-A,0,93137,"(16, 3)",395,xziozzyo,93,0
0x10a,Temp: 24.76 C,69.00048908,95.80297907,Beta,2026-03-01,0.3217360799,21.24681428,B-A-C-C,TRUE,60637,"(12, 19)",528,yoauiozz,451,1
0x175,Temp: 28.50 C,20.09336887,17.94676768,Delta,2026-03-02,2.002382592,21.40688027,D-A-C-B,0,15349,"(19, 4)",460,uozyouoa,396,1
0x1e7,Temp: 39.90 C,53.58276845,71.14471472,Delta,2026-03-03,6.955054164,-24.30985735,A-C,0,49963,"(1, 2)",812,axaexoei,892,0
0x2bc,Temp: 11.47 C,9.667644965,53.9494496,Gamma,2026-03-04,0.5236127405,-19.36940669,D-B,FALSE,85583,"(13, 13)",365,uiezayox,924,0
0x19f,Temp: 20.10 C,45.03709363,44.50074369,Delta,2026-03-05,0.07288420928,18.1179546,B-D-C-A,0,17750,"(2, 19)",396,zyzyoaou,551,0
0x71,Temp: 38.53 C,75.61633289,66.31135721,Alpha,2026-03-06,14.07250068,-20.49216723,C-C-C,TRUE,32463,"(16, 12)",661,yuzuizau,933,0
0x155,Temp: 45.81 C,34.75715242,72.64328116,Alpha,2026-03-07,8.700722669,18.39543995,A-D,TRUE,84935,"(1, 9)",528,euxieyaa,479,0
0x36c,Temp: 30.47 C,66.49117245,10.388331,Delta,2026-03-08,0.06400319329,22.96392154,A-A-A-C,F,68792,"(17, 10)",600,xyuexeuy,316,1
0x1bd,Temp: 31.28 C,79.54499608,24.8588249,Gamma,2026-03-09,58.34235925,-19.43356392,B-B,1,23686,"(18, 19)",610,uoouixoz,671,1
0x298,Temp: 14.29 C,92.71778195,73.46109851,Beta,2026-03-10,33.46821316,18.86884726,B-C-B,T,73528,"(7, 19)",606,uzzexyoy,698,0
0x3e5,Temp: 27.90 C,23.46420819,69.30830181,Gamma,2026-03-11,1.496141547,19.05736856,D,0,32787,"(15, 9)",472,ixxaeizi,993,0
0x1b7,Temp: 31.30 C,39.93159158,95.97822796,Beta,2026-03-12,1.269716424,-21.43683485,D-A,T,24776,"(10, 4)",535,yieiaoei,353,1
0xbf,Temp: 19.70 C,15.24160133,77.73236333,Delta,2026-03-13,5.270753405,-19.68450603,A-C-C-B-A,T,67427,"(6, 4)",928,uoyzxeux,768,1
0x1d2,Temp: 20.77 C,99.24835022,94.61877099,Delta,2026-03-14,0.07538784599,18.71666636,B-D-C-B-A,T,71086,"(5, 9)",825,uizezzyi,239,1
0x22a,Temp: 25.09 C,92.70009679,72.52610464,Alpha,2026-03-15,1.09427762,23.33070384,B-D-B,F,73308,"(12, 8)",418,xyzauaxi,104,0
0x20f,Temp: 10.80 C,53.99571303,36.52664657,Beta,2026-03-16,0.001569260745,-18.28766032,A-B,T,25797,"(5, 11)",727,yyyouoeu,907,0
0x260,Temp: 22.88 C,84.20332944,19.37747808,Gamma,2026-03-17,13.8649897,20.07113215,D-B-D-C,F,15302,"(11, 13)",818,aoxeuyxz,878,1
0x36b,Temp: 18.46 C,52.09579773,79.58232384,Delta,2026-03-18,0.009237539956,21.3046123,D-B,TRUE,73172,"(14, 8)",869,eayxueiz,29,1
0x86,Temp: 23.10 C,62.3585688,67.32928071,Gamma,2026-03-19,90.94541445,-16.73732978,A-B,0,48059,"(18, 19)",472,uuyuyuix,89,1
0x131,Temp: 14.79 C,8.912443212,14.2885551,Alpha,2026-03-20,0.3714428428,-20.960521,D-A-A-A-C,F,10908,"(12, 12)",261,xxaiizeo,375,0
0xb4,Temp: 45.62 C,75.52704205,42.04449147,Beta,2026-03-21,0.5299349871,-17.88978465,B,1,70252,"(18, 10)",374,xoeieuee,397,1
0x295,Temp: 33.74 C,12.77134836,95.15518358,Beta,2026-03-22,0.1521023365,-21.64556556,B,T,90659,"(7, 18)",605,yuyozuza,563,1
0x3cb,Temp: 37.16 C,82.60676303,54.53570197,Delta,2026-03-23,0.4214236647,-18.07469798,C-D-A-A-C,1,22877,"(12, 14)",516,ezeyoyiu,364,1
0x1e7,Temp: 41.57 C,78.20280877,48.51289311,Beta,2026-03-24,70.49868347,-21.38553806,B,TRUE,24239,"(15, 16)",869,iauaaaxu,950,1
0x65,Temp: 29.94 C,70.87446977,50.73526486,Delta,2026-03-25,0.0005736873654,22.21166613,A,TRUE,96971,"(2, 18)",281,zuxozxze,147,0
0x1e9,Temp: 13.48 C,3.616038052,28.59056244,Alpha,2026-03-26,46.10383606,21.72287305,C,FALSE,37313,"(12, 16)",238,iiauuaei,314,0
0x299,Temp: 31.48 C,30.31283559,42.81493821,Beta,2026-03-27,2.756799604,-20.5026333,D,T,52103,"(13, 17)",636,xozzzzye,548,0
0xcd,Temp: 33.47 C,26.31125699,42.91337978,Delta,2026-03-28,0.02675416964,-19.53739811,D-D-B-A-A,FALSE,58408,"(18, 3)",667,zuyaiyau,796,1
0x367,Temp: 39.82 C,36.01364075,14.6595968,Gamma,2026-03-29,0.03971854074,18.84716085,A,1,93251,"(10, 1)",480,zaxyyzia,452,1
0x399,Temp: 27.27 C,8.764274676,78.31351894,Delta,2026-03-30,152.8075187,22.94206938,B-C,0,98771,"(6, 3)",81,iyaaixax,899,0
0x240,Temp: 15.10 C,93.6957823,47.06889444,Beta,2026-03-31,0.05862930396,18.60100956,C,FALSE,20534,"(19, 4)",304,eoeoeoai,506,0
0x322,Temp: 21.35 C,55.38022407,83.17400993,Alpha,2026-04-01,0.03142814243,-17.92586785,C-A-B-B,TRUE,53060,"(3, 8)",299,izuzouxx,486,0
0x1f5,Temp: 24.52 C,30.55243107,85.6809721,Beta,2026-04-02,30.32412581,-21.33073787,D,T,27189,"(8, 7)",381,uoioxauu,101,0
0x33d,Temp: 35.84 C,39.69815171,28.86747087,Beta,2026-04-03,2.761181392,18.40772639,D,1,96067,"(2, 6)",589,xouiuoxi,107,1
0x28f,Temp: 32.83 C,44.72025405,68.50445991,Delta,2026-04-04,0.05997804325,-18.09987301,A-A-A-D,F,20967,"(16, 10)",521,iuouyazx,857,1
0x105,Temp: 24.24 C,60.05943334,52.03308057,Gamma,2026-04-05,1.91530126,-17.11279148,D-B-C-C,TRUE,91991,"(4, 13)",132,yzaiuaea,937,1
0x12d,Temp: 49.46 C,51.56794277,88.33394968,Beta,2026-04-06,0.04608544752,-19.03418032,B,F,75563,"(10, 14)",604,uzuxauuy,291,0
0x171,Temp: 34.23 C,91.93919732,29.20092045,Gamma,2026-04-07,27.17953214,19.83456995,A-B-A-B,0,18660,"(9, 11)",894,xyxxzyxe,349,1
0x3c2,Temp: 19.49 C,49.69634829,70.32537483,Delta,2026-04-08,24.14585898,20.48618346,C-A,T,49823,"(18, 11)",101,ziuoxixz,617,0
0x393,Temp: 14.07 C,99.21580148,64.08993888,Gamma,2026-04-09,4.933351608,-21.90261249,C-D-B,0,65842,"(17, 2)",764,ziozaeua,733,1
0x172,Temp: 16.11 C,85.14249577,36.2818315,Delta,2026-04-10,2.959390052,-21.05379585,D-B-D-B-B,0,19616,"(3, 11)",786,yoeeeoxx,588,1
0x22b,Temp: 19.84 C,20.85105144,22.15748042,Alpha,2026-04-11,197.07106,-19.61825556,D,T,85976,"(18, 3)",329,zyxzazuz,227,0
0x231,Temp: 16.43 C,93.05952146,67.99593868,Gamma,2026-04-12,0.9990594248,-19.60360865,B,T,58738,"(15, 11)",921,eyyeazxz,596,1
0x33a,Temp: 17.46 C,11.63663979,75.73517377,Gamma,2026-04-13,0.02885066095,-21.02031494,A-B-A-D,F,23107,"(11, 11)",791,eeoiyaza,977,1
0x15f,Temp: 21.40 C,81.74497085,38.09083359,Alpha,2026-04-14,3.851342306,22.54514033,C-B-C-C-B,0,71404,"(19, 1)",267,xaxzozou,588,0
0x321,Temp: 16.93 C,38.06232935,67.39010176,Gamma,2026-04-15,522.2472572,-20.2526284,A-B,1,25954,"(5, 10)",477,xyozxyzy,761,1
0x18b,Temp: 45.87 C,87.79743204,45.16665078,Alpha,2026-04-16,0.04763066609,-19.06173829,D-B-C,F,26943,"(10, 14)",337,zauieeux,767,0
0x338,Temp: 13.21 C,86.80566901,73.47541261,Beta,2026-04-17,0.3381085436,-18.014268,C,T,50725,"(2, 4)",474,xxiyeuxo,50,0
0x333,,80.59254001,27.73015947,Delta,2026-04-18,3.488033514,17.10958947,C-A-A-B-A,TRUE,55434,"(2, 18)",885,aizxeaux,868,0
0x350,Temp: 26.42 C,79.00304363,89.22913523,Alpha,2026-04-19,0.8506840002,21.33253934,D-C,F,95751,"(13, 19)",412,eaoiuzey,970,0
0x1b5,Temp: 49.30 C,30.46791391,35.57945409,Gamma,2026-04-20,0.05250164686,-21.15595705,C-D-C-A,FALSE,20110,"(5, 2)",603,oiiyzoei,722,1
0x3d2,Temp: 14.48 C,8.091928305,42.73295291,Alpha,2026-04-21,28.95009741,21.15472705,D-D-D,1,97091,"(11, 18)",291,uauzxzia,158,0
0x98,Temp: 25.91 C,40.29801788,15.17018374,Gamma,2026-04-22,1053.762283,19.74268111,A,F,26462,"(6, 10)",287,oazayaiy,328,0
0x37b,Temp: 48.78 C,17.3524515,19.9245869,Beta,2026-04-23,1.801094214,22.81386949,B-C-A,T,89232,"(17, 11)",498,zzzyxxyy,745,0
0x13c,Temp: 44.62 C,69.49510889,55.91170934,Alpha,2026-04-24,0.06639026337,19.03176301,C-D-C-C-A,T,64081,"(19, 17)",791,zzzexieo,883,1
0x35f,Temp: 42.68 C,34.60997265,33.81574823,Beta,2026-04-25,0.009591465607,21.91053847,C,1,62799,"(4, 14)",836,oooouyie,77,1
0x11f,Temp: 20.32 C,97.56102009,84.35774009,Delta,2026-04-26,2.168266377,19.92251421,D-D-A-B,FALSE,76567,"(4, 14)",338,ouzzxuui,735,1
0x1df,Temp: 16.84 C,64.09720773,11.30771159,Gamma,2026-04-27,27.42985531,-18.78329847,D,F,99301,"(4, 6)",777,ouyuoiue,633,1
0x250,Temp: 36.75 C,82.24805636,43.73937033,Gamma,2026-04-28,4.159950768,21.18506061,B-A-A,F,61224,"(9, 12)",829,azxaaizu,454,1
0x8c,Temp: 47.18 C,13.25246727,40.02375366,Beta,2026-04-29,0.9928144179,20.81927224,B-C,0,66063,"(8, 4)",270,aazxoyyz,310,0
0x100,Temp: 32.27 C,86.20144823,11.72015915,Delta,2026-04-30,0.1707055809,-20.71394552,C-D,TRUE,65240,"(5, 6)",191,uuxozuyy,327,0
0x72,Temp: 32.86 C,92.27571905,21.06878751,Alpha,2026-05-01,0.03776053014,-20.16255684,A-D-D-C,T,91352,"(5, 19)",179,exioxazu,508,0
0x390,Temp: 21.20 C,48.70619188,46.81419807,Alpha,2026-05-02,12.23442842,-19.92421384,B-A-D-B-A,F,27868,"(8, 9)",899,eyeizxex,853,1
0xa4,Temp: 40.78 C,60.62529378,53.86494802,Gamma,2026-05-03,15.50736177,-24.77674399,A-A-C-A-D,F,85973,"(15, 4)",667,zuuyeuzx,870,1
0x3bc,Temp: 17.48 C,76.48098009,45.98178751,Beta,2026-05-04,0.00968488012,22.36851329,B-B-D,F,90989,"(9, 7)",594,yuzzyaxz,107,0
0x3aa,Temp: 22.95 C,17.48386273,57.25345338,Beta,2026-05-05,117.862293,21.44565379,B-B-A,FALSE,32222,"(8, 15)",728,yozuuxzi,241,0
0x26c,Temp: 27.02 C,50.25660765,62.96671907,Alpha,2026-05-06,5.59690442,20.22359832,A,TRUE,89794,"(19, 15)",837,oyoyzoea,435,1
0x1bb,Temp: 30.30 C,39.86630278,10.88322008,Delta,2026-05-07,66.60528545,22.0143144,B-D-A,F,73924,"(5, 19)",80,aioouyxe,28,0
0xe4,Temp: 19.70 C,14.63739922,51.30446919,Delta,2026-05-08,0.01783873173,-21.03598955,C-A-C,1,88513,"(7, 6)",783,eziazoxi,704,1
0x2eb,Temp: 14.59 C,36.75344223,95.75143244,Alpha,2026-05-09,0.01661461638,20.05240951,B-D-B-B-A,T,64649,"(19, 17)",276,yeeeooou,249,0
0x23b,Temp: 34.42 C,6.817230939,56.19387293,Alpha,2026-05-10,0.6396027942,19.39287135,B-B,0,93749,"(10, 19)",277,ayeezuey,364,0
0xa2,Temp: 21.55 C,2.581190695,70.3012618,Beta,2026-05-11,4.519282673,-19.83816532,C-A-B,1,20223,"(11, 15)",571,eooayyei,725,1
0xee,Temp: 33.25 C,13.51662892,37.75588335,Delta,2026-05-12,219.0023518,13.65914853,A-B-D,T,58166,"(10, 11)",375,eeaizexx,533,0
0x256,Temp: 16.17 C,96.31151116,78.88523266,Alpha,2026-05-13,8.316460482,20.42120168,D-B-B-C-B,FALSE,49369,"(3, 3)",363,yyixooiz,472,0
0x2b4,Temp: 29.25 C,54.95295359,78.79001189,Alpha,2026-05-14,0.4828526084,19.02304784,A-C-D-C,TRUE,96379,"(18, 11)",393,eyixixyo,667,0
0x1eb,Temp: 31.30 C,96.58221612,56.39534824,Gamma,2026-05-15,0.04600028794,23.18534,C,TRUE,79392,"(18, 15)",905,iyyuzxuo,539,1
0x306,Temp: 12.07 C,43.24978783,96.86523027,Alpha,2026-05-16,40.04491576,-20.03868814,B-C,T,69526,"(7, 10)",834,yyexzzeo,589,0
0x206,Temp: 23.46 C,31.18161331,21.17396911,Alpha,2026-05-17,0.0553479157,-17.62207316,A,1,22661,"(10, 13)",336,eyxaxxua,818,0
0x184,Temp: 15.38 C,50.61418628,11.50834218,Delta,2026-05-18,132.3441417,-19.90023969,A-C,0,25591,"(15, 18)",90,aaxoaieo,413,1
0x1de,Temp: 12.53 C,43.95116886,78.54408085,Beta,2026-05-19,0.4260690107,-17.90775783,C-B-B-B,FALSE,81718,"(4, 17)",84,ixxiuuiz,935,0
0x368,Temp: 49.60 C,10.56646843,81.83684283,Delta,2026-05-20,118.1253345,-20.94681483,C-D-C-D-C,T,65235,"(3, 2)",133,ueezxuza,569,0
0x24d,Temp: 22.89 C,64.08263147,20.69844339,Beta,2026-05-21,7.665991592,20.58189473,D-C,FALSE,17970,"(4, 1)",383,ziezyuyu,631,0
0x14a,Temp: 42.39 C,21.60381825,33.63687213,Gamma,2026-05-22,0.662995903,21.91567926,A,TRUE,57922,"(15, 1)",624,zzeezauz,988,1
0x8c,Temp: 20.19 C,61.95879549,11.56216034,Alpha,2026-05-23,0.2105169481,-18.41823642,D-C,F,40755,"(6, 7)",384,uoxaeyei,165,0
0x7f,Temp: 37.26 C,65.02010924,36.10446636,Gamma,2026-05-24,0.3596141485,-20.06801619,D-A-A-C-A,F,29416,"(19, 12)",287,xeuezuua,989,1
0xea,Temp: 40.41 C,15.20248531,78.80962678,Beta,2026-05-25,3.614487507,-17.26995641,B-C-D-C,0,23672,"(1, 7)",795,eayyxuzz,576,1
0x12c,Temp: 33.83 C,6.134962711,56.09848697,Delta,2026-05-26,1.260450868,21.40298956,A-D-D-B-D,FALSE,93468,"(19, 13)",765,yxexxeaa,48,1
0x3ab,Temp: 28.86 C,78.07615861,40.98050779,Delta,2026-05-27,0.1683964557,-21.03774236,D-B-D-A-D,T,56996,"(12, 12)",625,uzueeooi,662,0
0x36f,Temp: 26.47 C,45.98004238,43.08479725,Gamma,2026-05-28,0.6084173321,20.99161004,A-D-C,0,84095,"(13, 14)",926,zyuxyiyz,484,1
0x84,Temp: 23.95 C,5.816379551,10.12047269,Beta,2026-05-29,1.265833868,20.00323806,D,1,10064,"(12, 12)",131,zziaxzaz,158,0
0x93,Temp: 47.18 C,99.48663172,36.68224695,Gamma,2026-05-30,0.001684641861,20.82954578,B-C-B,F,78835,"(6, 10)",807,oiyoxzxu,668,0
0x25a,Temp: 43.22 C,5.7780561,67.53482801,Gamma,2026-05-31,3.953116853,23.20867822,A-C,T,80385,"(9, 2)",629,zeauyuya,151,1
0x1fa,Temp: 48.60 C,69.50352289,96.7033055,Alpha,2026-06-01,0.05290996021,-19.42981149,B-C-C-D-A,FALSE,15639,"(7, 9)",137,axxioxui,225,0
0x2a1,Temp: 14.97 C,98.36789253,85.3884136,Gamma,2026-06-02,0.03142984972,20.27729037,C-A-C,0,21055,"(12, 5)",426,yiuxzyue,260,0
0x33b,Temp: 39.23 C,23.91801042,12.09995185,Alpha,2026-06-03,0.006332671833,17.8277474,A-A-D-A-A,T,69220,"(1, 15)",507,xoyuxaey,387,1
0x388,Temp: 47.53 C,14.22493687,89.97189382,Alpha,2026-06-04,0.004600098818,-18.26347808,B-D,0,97594,"(8, 1)",724,yoxaxaoe,,0
0xc6,Temp: 17.25 C,12.13849394,79.70465878,Delta,2026-06-05,0.01713996326,20.19562659,B,0,39427,"(18, 13)",803,yaioouei,61,1
0x30f,Temp: 12.66 C,30.32751476,79.453475,Alpha,2026-06-06,0.1191868472,22.20786709,C-A,0,92516,"(1, 5)",922,iuaazzie,864,0
0x3cb,Temp: 39.64 C,10.1045811,50.76162255,Alpha,2026-06-07,350.6460859,19.48743835,C-A-A,FALSE,74666,"(18, 16)",605,aoxueaxi,772,0
0x339,Temp: 32.98 C,69.21613417,45.42247107,Delta,2026-06-08,0.2064619742,-19.52816694,A-A-C-C,T,74274,"(10, 4)",878,uaiauoyo,833,1
0x286,Temp: 43.67 C,6.229179813,36.95949987,Gamma,2026-06-09,1.704463364,19.18622951,B-A-B-C-B,TRUE,20866,"(1, 8)",423,yxiyouia,396,positive
